periode,kategori,total,qty
2023-07,SARINGAN,5672147,297
2023-07,SARUNG TANGAN,379461,39
2023-07,SEALER,165600,1
2023-07,SEMPROTAN,427681,25
2023-07,SENDOK,12828118,963
2023-07,SENTER,3211265,66
2023-07,SEROKAN,1960473,115
2023-07,SETRIKA,9008555,72
2023-07,SHAKER,265548,3
2023-07,SIKAT,6695859,436
2023-07,SIKAT BAJU,254558,33
2023-07,SISIR,915860,156
2023-07,SKIMMER,36450,1
2023-07,SKINCARE,1219253,85
2023-07,SLASIBAN,840232.5,92
2023-07,SODET / SENDOK GORENG,1699462,70
2023-07,SORONG AIR,790489,27
2023-07,SPATULA,127131,9
2023-07,SPONS,785197,114
2023-07,STATIONARY / ALAT TULIS,11696890,1864
2023-07,STIK LAMPU,118221,1
2023-07,STOP KONTAK,1982316.2,87
2023-07,SUMPIT,258298,40
2023-07,TAKARAN,427356,39
2023-07,TALAM,420420,16
2023-07,TAMPA,408180,44
2023-07,TAPLAK,141375,7
2023-07,TAS BEKAL,447710,22
2023-07,TATAKAN GELAS,59695,10
2023-07,TEKO,4497979,89
2023-07,TELENAN,2220143,71
2023-07,TEMPAT BUMBU,1893214,52
2023-07,TEMPAT MINYAK,619968,11
2023-07,TEMPAT ROTI,937990,13
2023-07,TEMPAT SABUN,201728,18
2023-07,TEMPAT SAMBAL,378392,50
2023-07,TEMPAT SENDOK,1644577,88
2023-07,TEMPAT TELUR,42400,4
2023-07,TEMPAT TISSUE,838332,40
2023-07,TEMPAT TUSUK GIGI,61497,5
2023-07,TERMOS,18738474.8,187
2023-07,THINWAL,684232,22
2023-07,TIMBAH,4002092,349
2023-07,TIMBANGAN,5513400,46
2023-07,TISSUE,498556,62
2023-07,TONG,5792985,109
2023-07,TOPLES,8695035,437
2023-07,TUDUNG SAJI,1925415,58
2023-07,TUSUK GIGI,730647,145
2023-07,TUSUK SATE,85050,6
2023-07,TUTUP GELAS,153143,58
2023-07,TUTUP WAJAN,161600,4
2023-07,UMUM,30226270.7,1273
2023-06,ACC / PITA / KARET,2789412,420
2023-06,AMPIA,380160,1
2023-06,ANTENA,309216,2
2023-06,ASBAK,580163,52
2023-06,AYAKAN,71295,6
2023-06,BABY BATHUB,857265,17
2023-06,BABYLIST,371250,1
2023-06,BAKUL,815342,67
2023-06,BANGKU / KURSI,13250798,223
2023-06,BASKOM,11307713.4,860
2023-06,BATRE,1871087,151
2023-06,BINGKAI,186908,5
2023-06,BLENDER,12369938,70
2023-06,BOTOL,15921367,791
2023-06,BUNGA PLASTIK,313008,10
2023-06,BURNER,928110,34
2023-06,CAKE PAN,1358450,10
2023-06,CANGKIR,5083881,585
2023-06,CELEMEK,230460,6
2023-06,CELENGAN,1273550,130
2023-06,CENTONG NASI,312952,37
2023-06,CERET,3712271,61
2023-06,CERMIN,977085,33
2023-06,CETAKAN,3588710,222
2023-06,CHOPER,3015880,21
2023-06,COBEK,850950,19
2023-06,CONTAINER,11781715.5,94
2023-06,CORONG,288919,69
2023-06,CUP,48600,4
2023-06,DISPENCER,5097985,31
2023-06,EMBER,2968168,74
2023-06,ESKAN,471815,21
2023-06,GALON,334700,6
2023-06,GANTUNGAN HOOK,673784,58
2023-06,GARPU,2303252.5,143
2023-06,GAS,1135875,57
2023-06,GAYUNG,2200197,245
2023-06,GELAS,17136776,1656
2023-06,GEMBOK,1374535,71
2023-06,GILINGAN,75250,1
2023-06,GUNTING,1697045,193
2023-06,HAIR DRYER,295450,2
2023-06,HANGER,3476569,121
2023-06,JAM DINDING,1483497,28
2023-06,JEPITAN,1134304,88
2023-06,KAIN LAP,1918492,224
2023-06,KALO,3175422.16,416
2023-06,KAPSTOCK / GANTUNGAN BAJU,2059890,127
2023-06,KEMOCENG,502288,18
2023-06,KERANJANG,6349486,237
2023-06,KERTAS NASI,28750,1
2023-06,KESET,2660318,130
2023-06,KIPAS,19003729,97
2023-06,KNOP KOMPOR,95670,10
2023-06,KOCOKAN,621620,35
2023-06,KOMPOR GAS,19671020,58
2023-06,KOTAK,9913922,558
2023-06,KOTAK GABUS,151410,35
2023-06,KUALI,8958692,114
2023-06,KUAS,176607,21
2023-06,KUKUSAN,3650142,34
2023-06,LAMPU,8922153,211
2023-06,LEMARI,6917950,17
2023-06,LIGHTER,53820,23
2023-06,LOYANG,2402429,76
2023-06,LUMPANG,285060,4
2023-06,MAKANAN,785506,651
2023-06,MANGKOK,10124532.4,1037
2023-06,MANTEL,527065,16
2023-06,MEJA,4213681,22
2023-06,MIKA,393935,47
2023-06,MINUMAN,4996477,839
2023-06,MIXER,2328854,8
2023-06,MUG,7964733,371
2023-06,NAMPAN,2039235,104
2023-06,OBENG,97074,11
2023-06,PAN GORENG,7301362,54
2023-06,PANCI,16155781,167
2023-06,PANGGANGAN,1264427,38
2023-06,PARUTAN,808485,68
2023-06,PAYUNG,1016076,23
2023-06,PEELER,162383,15
2023-06,PEMBERSIH IKAN,9999,1
2023-06,PEMBUKA KALENG/BOTOL,31226,2
2023-06,PEMISAH TELUR,21668,10
2023-06,PENTOL PANCI,126000,28
2023-06,PERASAN,370356,20
2023-06,PERLENGKAPAN ULTAH,2166169,1195
2023-06,PEWANGI,1172064,102
2023-06,PINSET,119392,30
2023-06,PIPET,172876,17
2023-06,PIRING,14153563.84,1970
2023-06,PISAU,4138559,298
2023-06,POMPA,1519497,31
2023-06,POT,3836055,334
2023-06,PRASMANAN,1731235,5
2023-06,PRESTO,1590950,3
2023-06,RAK,18015471.5,221
2023-06,RAKET NYAMUK,950738,16
2023-06,RANTANG,5847497,140
2023-06,REGULATOR,5147020,58
2023-06,REMOTE TV JOKER,133650,6
2023-06,RICE COOKER,27747669,80
2023-06,RING A MOP,3919380,53
2023-06,SAKLAR,108000,18
2023-06,SAPU,11584004,318
2023-06,SARINGAN,5433328,275
2023-06,SARUNG TANGAN,259325,43
2023-06,SEMPROTAN,113528,7
2023-06,SENDOK,12136092,801
2023-06,SENTER,1349942,30
2023-06,SEROKAN,2022509,98
2023-06,SETRIKA,7030180,43
2023-06,SHAKER,425199,6
2023-06,SIKAT,4925617,322
2023-06,SIKAT BAJU,198046,26
2023-06,SISIR,931525,154
2023-06,SKIMMER,101564,4
2023-06,SKINCARE,724700,53
2023-06,SLASIBAN,977538,103
2023-06,SODET / SENDOK GORENG,1216216,57
2023-06,SORONG AIR,556943,18
2023-06,SPATULA,152853,11
2023-06,SPONS,777816,102
2023-06,STATIONARY / ALAT TULIS,7362376,1081
2023-06,STIK LAMPU,118221,1
2023-06,STOP KONTAK,1290366,63
2023-06,SUMPIT,279610,40
2023-06,TAKARAN,402695,40
2023-06,TALAM,431990,29
2023-06,TAMPA,319012,28
2023-06,TAPLAK,137750,7
2023-06,TAS BEKAL,371636,15
2023-06,TATAKAN GELAS,46476,6
2023-06,TEKO,5299667,105
2023-06,TELENAN,1506037,65
2023-06,TEMPAT BUMBU,2314991,80
2023-06,TEMPAT MINYAK,423428,10
2023-06,TEMPAT ROTI,100710,3
2023-06,TEMPAT SABUN,359635,29
2023-06,TEMPAT SAMBAL,577179,91
2023-06,TEMPAT SENDOK,2046906,102
2023-06,TEMPAT TELUR,64280,4
2023-06,TEMPAT TISSUE,620866,39
2023-06,TEMPAT TUSUK GIGI,39996,4
2023-06,TERMOS,14306043,140
2023-06,THINWAL,733874,26
2023-06,TIMBAH,2307006,226
2023-06,TIMBANGAN,2845010,30
2023-06,TISSUE,751486,90
2023-06,TONG,5835215,97
2023-06,TOPLES,9165891,668
2023-06,TUDUNG SAJI,2059894,66
2023-06,TUSUK GIGI,768837,134
2023-06,TUSUK SATE,136635,8
2023-06,TUTUP GELAS,176230,53
2023-06,TUTUP WAJAN,116900,3
2023-06,UMUM,32017327.1,1189
2023-05,ACC / PITA / KARET,1801254,331
2023-05,AMPIA,769472,3
2023-05,ANTENA,309216,2
2023-05,ASBAK,829187,70
2023-05,AYAKAN,162495,11
2023-05,BABY BATHUB,1072322,21
2023-05,BABYLIST,371250,1
2023-05,BAKUL,1154843,89
2023-05,BANGKU / KURSI,18538443,305
2023-05,BASKOM,14865589.08,1111
2023-05,BATRE,2022979,180
2023-05,BINGKAI,535071,15
2023-05,BLENDER,16029217,78
2023-05,BOTOL,21102231,961
2023-05,BUNGA PLASTIK,241294,6
2023-05,BURNER,1255035,46
2023-05,CAKE PAN,1418400,12
2023-05,CANGKIR,4385315,671
2023-05,CELEMEK,123840,5
2023-05,CELENGAN,1628718,105
2023-05,CENTONG NASI,567397,58
2023-05,CERET,5648606,108
2023-05,CERMIN,1356175,49
2023-05,CETAKAN,3279371,213
2023-05,CHOPER,4153490,26
2023-05,COBEK,1143430,26
2023-05,CONTAINER,12615952,104
2023-05,CORONG,195292,43
2023-05,CUP,71400,3
2023-05,DISPENCER,9388950,51
2023-05,EMBER,3432464,103
2023-05,ESKAN,644889,17
2023-05,GALON,769900,16
2023-05,GANTUNGAN HOOK,817105,72
2023-05,GARPU,2584305,148
2023-05,GAS,1050125,50
2023-05,GAYUNG,2820552,284
2023-05,GELAS,19701251.96,1877
2023-05,GEMBOK,955335,48
2023-05,GUNTING,1452923,184
2023-05,HAIR DRYER,473826,3
2023-05,HANGER,2448025,122
2023-05,JAM DINDING,2712280,52
2023-05,JEPITAN,1433075,115
2023-05,KAIN LAP,1583147,169
2023-05,KALO,4707265.6,1084
2023-05,KAPSTOCK / GANTUNGAN BAJU,2002028,96
2023-05,KEMOCENG,950189,32
2023-05,KERANJANG,6432627,259
2023-05,KERTAS NASI,86250,3
2023-05,KESET,2431465,127
2023-05,KIPAS,41897540,239
2023-05,KNOP KOMPOR,83920,10
2023-05,KOCOKAN,668894,40
2023-05,KOMPOR GAS,30798445,99
2023-05,KOTAK,11462489,569
2023-05,KOTAK GABUS,163200,6
2023-05,KUALI,12054530,152
2023-05,KUAS,325996,28
2023-05,KUKUSAN,5688480,46
2023-05,LAMPU,8867849,232
2023-05,LEMARI,11228600,22
2023-05,LIGHTER,131490,31
2023-05,LOYANG,2379002,83
2023-05,LUMPANG,80400,1
2023-05,MAKANAN,1688432,707
2023-05,MANGKOK,8258233,909
2023-05,MANTEL,848923,18
2023-05,MEJA,5474309.6,37
2023-05,MERCON,1148953,303
2023-05,MIKA,500769,29
2023-05,MINUMAN,4816710,866
2023-05,MIXER,3554800,7
2023-05,MUG,10546532,430
2023-05,NAMPAN,2876053,147
2023-05,OBENG,143298,18
2023-05,OVEN,804096,1
2023-05,PAN GORENG,6688994,62
2023-05,PANCI,21939223,236
2023-05,PANGGANGAN,2272956,47
2023-05,PAPERBAG,5625,1
2023-05,PARUTAN,582029,49
2023-05,PAYUNG,2152149,52
2023-05,PEELER,209699,24
2023-05,PEMBERSIH IKAN,19998,2
2023-05,PEMBUKA KALENG/BOTOL,21564,3
2023-05,PEMISAH TELUR,6980,5
2023-05,PENGGANJAL PINTU,19998,2
2023-05,PENTOL PANCI,90000,20
2023-05,PERANGKAP NYAMUK,81984,2
2023-05,PERASAN,218639,11
2023-05,PERLENGKAPAN ULTAH,2547545,1264
2023-05,PEWANGI,897333,68
2023-05,PINSET,21992,3
2023-05,PIPET,152190,18
2023-05,PIRING,13056292.45,1876
2023-05,PISAU,7177187,439
2023-05,POMPA,1937197,36
2023-05,POT,4164919,335
2023-05,PRASMANAN,1383750,2
2023-05,PRESTO,450000,1
2023-05,RAK,15416669,221
2023-05,RAKET NYAMUK,2001233,33
2023-05,RANTANG,5595902.05,122
2023-05,REGULATOR,6570745,68
2023-05,REMOTE TV JOKER,155925,7
2023-05,RICE COOKER,43854600,130
2023-05,RING A MOP,2738151,41
2023-05,SAKLAR,78000,13
2023-05,SAPU,11968138,323
2023-05,SARINGAN,5617997,337
2023-05,SARUNG TANGAN,399273,56
2023-05,SEALER,318010,2
2023-05,SEMPROTAN,488102,23
2023-05,SENDOK,14851531,1028
2023-05,SENTER,2396270,48
2023-05,SEROKAN,2104788,94
2023-05,SETRIKA,6218529,40
2023-05,SIKAT,5908522,393
2023-05,SIKAT BAJU,221147,30
2023-05,SISIR,444052,92
2023-05,SKIMMER,171120,10
2023-05,SKINCARE,964698,77
2023-05,SLASIBAN,934607,104
2023-05,SODET / SENDOK GORENG,1263039,41
2023-05,SORONG AIR,731503,20
2023-05,SPATULA,172337,11
2023-05,SPONS,669082,100
2023-05,STATIONARY / ALAT TULIS,6553651,860
2023-05,STOP KONTAK,1366930,79
2023-05,SUMPIT,395625,63
2023-05,TAKARAN,455989,37
2023-05,TALAM,517899,25
2023-05,TAMPA,328408,35
2023-05,TAPLAK,98864,4
2023-05,TAS BEKAL,420160,22
2023-05,TATAKAN GELAS,102824,12
2023-05,TEKO,5560782,121
2023-05,TELENAN,2723477,107
2023-05,TEMPAT BUMBU,1950681,61
2023-05,TEMPAT MINYAK,726992,16
2023-05,TEMPAT ROTI,260729,5
2023-05,TEMPAT SABUN,470447,34
2023-05,TEMPAT SAMBAL,385995,43
2023-05,TEMPAT SENDOK,3083894,135
2023-05,TEMPAT TELUR,56790,4
2023-05,TEMPAT TISSUE,737286,44
2023-05,TERMOS,21298157,207
2023-05,THINWAL,436991,14
2023-05,TIMBAH,2849278,261
2023-05,TIMBANGAN,4230602,43
2023-05,TISSUE,608355,89
2023-05,TONG,6559653,132
2023-05,TOPLES,10904429,599
2023-05,TUDUNG SAJI,1344247,63
2023-05,TUSUK GIGI,961588,145
2023-05,TUSUK SATE,56700,4
2023-05,TUTUP GELAS,324265,129
2023-05,TUTUP WAJAN,77000,2
2023-05,UMUM,37000924,1230
2023-04,ACC / PITA / KARET,3077530,532
2023-04,AMPIA,2334784,10
2023-04,ASBAK,1143122,115
2023-04,AYAKAN,234160,15
2023-04,BABY BATHUB,588123,13
2023-04,BAKUL,1694924,154
2023-04,BANGKU / KURSI,34274076.3,453
2023-04,BASKOM,16670128,1051
2023-04,BATRE,2310697,222
2023-04,BINGKAI,389749,13
2023-04,BLENDER,11282493,53
2023-04,BOTOL,16610430.25,926
2023-04,BUNGA PLASTIK,496978,6
2023-04,BURNER,1038930,30
2023-04,CAKE PAN,841500,8
2023-04,CANGKIR,8297974.75,843
2023-04,CELEMEK,76590,3
2023-04,CELENGAN,1274591,85
2023-04,CENTONG NASI,482201,60
2023-04,CERET,7236665,167
2023-04,CERMIN,1747285,68
2023-04,CETAKAN,6928433,456
2023-04,CHOPER,3052385,23
2023-04,CLING WRAP,74400,2
2023-04,COBEK,1291270,29
2023-04,CONTAINER,11386405,93
2023-04,CORONG,103874,18
2023-04,CUP,226800,15
2023-04,DISPENCER,10653554,48
2023-04,EMBER,2607340,83
2023-04,ESKAN,1237037,32
2023-04,GALON,726200,11
2023-04,GANTUNGAN HOOK,990686,91
2023-04,GARPU,2825655,172
2023-04,GAS,1277975,57
2023-04,GAYUNG,3522028,350
2023-04,GELAS,24893145,2494
2023-04,GEMBOK,1016464,50
2023-04,GILINGAN,232750,4
2023-04,GUNTING,1809162,220
2023-04,HAIR DRYER,872800,6
2023-04,HANGER,5092125,246
2023-04,JAM DINDING,3125930,61
2023-04,JEPITAN,2120643,159
2023-04,KAIN LAP,2795795,300
2023-04,KALO,3229738.08,592
2023-04,KAPSTOCK / GANTUNGAN BAJU,2506086,128
2023-04,KEMOCENG,1158813,38
2023-04,KERANJANG,6570021,285
2023-04,KERTAS NASI,28750,1
2023-04,KESET,10106949,363
2023-04,KIPAS,39592338,218
2023-04,KNOP KOMPOR,162840,15
2023-04,KOCOKAN,1178356,71
2023-04,KOMPOR GAS,23692240,65
2023-04,KOTAK,13973586,893
2023-04,KOTAK GABUS,2502,6
2023-04,KUALI,10610327,125
2023-04,KUAS,1037803,81
2023-04,KUKUSAN,4401290,34
2023-04,LAMPU,13646544,342
2023-04,LEMARI,3857200,8
2023-04,LIGHTER,185220,59
2023-04,LOYANG,3076575,100
2023-04,LUMPANG,740940,8
2023-04,MAKANAN,3163079,1202
2023-04,MANGKOK,11927889,1201
2023-04,MANTEL,1122852,38
2023-04,MEJA,5519058.5,45
2023-04,MERCON,7906225,2481
2023-04,MIKA,596584,81
2023-04,MINUMAN,5149171,976
2023-04,MIXER,2273320,13
2023-04,MUG,9186799,496
2023-04,NAMPAN,6438261,300
2023-04,OBENG,183174,23
2023-04,OVEN,5632714,8
2023-04,PAN GORENG,7271816,60
2023-04,PANCI,16377506,216
2023-04,PANGGANGAN,1688668,59
2023-04,PARUTAN,1319509,78
2023-04,PAYUNG,1472438,28
2023-04,PEELER,172614,18
2023-04,PEMBERSIH IKAN,19998,2
2023-04,PEMBUKA KALENG/BOTOL,72801,10
2023-04,PEMISAH TELUR,30044,16
2023-04,PENTOL PANCI,85500,19
2023-04,PERASAN,263179,18
2023-04,PERLENGKAPAN ULTAH,1453310,592
2023-04,PEWANGI,1004525,60
2023-04,PINSET,100539,22
2023-04,PIPET,409303,23
2023-04,PIRING,15867849,2159
2023-04,PISAU,4486762,357
2023-04,POMPA,1335576,27
2023-04,POT,2565139,287
2023-04,PRASMANAN,7317430,17
2023-04,PRESTO,2528750,6
2023-04,RAK,21547242.5,291
2023-04,RAKET NYAMUK,2260206,37
2023-04,RANTANG,5952324,133
2023-04,REGULATOR,6214027,74
2023-04,REMOTE TV JOKER,133650,6
2023-04,RICE COOKER,28952619,82
2023-04,RING A MOP,6395575,81
2023-04,SAKLAR,78000,13
2023-04,SAPU,18541162,461
2023-04,SARINGAN,6742856,378
2023-04,SARUNG TANGAN,430124,59
2023-04,SEALER,165600,1
2023-04,SEMPROTAN,639894,34
2023-04,SENDOK,17802906,1316
2023-04,SENTER,1902284,42
2023-04,SEROKAN,2254371,115
2023-04,SETRIKA,7732726,48
2023-04,SHAKER,228549,3
2023-04,SIKAT,6170717,381
2023-04,SIKAT BAJU,364704,47
2023-04,SISIR,549533,121
2023-04,SKIMMER,176294,11
2023-04,SKINCARE,1442369,112
2023-04,SLASIBAN,1036118,94
2023-04,SODET / SENDOK GORENG,866847,34
2023-04,SORONG AIR,618374,20
2023-04,SPATULA,207257,10
2023-04,SPONS,1180836,165
2023-04,STATIONARY / ALAT TULIS,6541768,863
2023-04,STOP KONTAK,1188668,67
2023-04,SUMPIT,371084,38
2023-04,TAKARAN,580129,43
2023-04,TALAM,867788,42
2023-04,TAMPA,252974,28
2023-04,TAPLAK,933332,27
2023-04,TAS BEKAL,286328,15
2023-04,TATAKAN GELAS,376892,47
2023-04,TEKO,5833145,165
2023-04,TELENAN,2384125,101
2023-04,TEMPAT BUMBU,1620287,55
2023-04,TEMPAT MINYAK,1008287,18
2023-04,TEMPAT ROTI,135500,4
2023-04,TEMPAT SABUN,567420,42
2023-04,TEMPAT SAMBAL,597593,96
2023-04,TEMPAT SENDOK,3305255,144
2023-04,TEMPAT TELUR,88930,6
2023-04,TEMPAT TISSUE,1832834,81
2023-04,TEMPAT TUSUK GIGI,37250,1
2023-04,TERMOS,17041894.5,195
2023-04,THINWAL,1130353,51
2023-04,TIMBAH,3042140,239
2023-04,TIMBANGAN,2767208,28
2023-04,TISSUE,1012220,128
2023-04,TONG,5386617,105
2023-04,TOPLES,98500452.81,4384
2023-04,TUDUNG SAJI,2201918,93
2023-04,TUSUK GIGI,1154558,199
2023-04,TUTUP GELAS,324734,132
2023-04,TUTUP WAJAN,221200,6
2023-04,UMUM,78223385,4337
2023-04,VICENZA,68880,2
2023-04,WAJAN,69000,1
2023-03,ACC / PITA / KARET,2611675,414
2023-03,AMPIA,891050,4
2023-03,ANTENA,165230,1
2023-03,ASBAK,1012300,94
2023-03,AYAKAN,73552,5
2023-03,BABY BATHUB,598332,12
2023-03,BABYLIST,265000,1
2023-03,BAKUL,1636293,161
2023-03,BANGKU / KURSI,18154684,267
2023-03,BASKOM,12324436.52,993
2023-03,BATRE,2455623,309
2023-03,BINGKAI,216089,8
2023-03,BLENDER,10928198,51
2023-03,BOTOL,16133831,1184
2023-03,BUNGA PLASTIK,511560,10
2023-03,BURNER,979700,29
2023-03,CAKE PAN,2147150,18
2023-03,CANGKIR,3736350,522
2023-03,CELEMEK,165375,7
2023-03,CELENGAN,1085943,70
2023-03,CENTONG NASI,329472,48
2023-03,CERET,6479167,126
2023-03,CERMIN,1317694,53
2023-03,CETAKAN,5006964,328
2023-03,CHOPER,2279580,14
2023-03,COBEK,764530,14
2023-03,CONTAINER,9299272.2,87
2023-03,CORONG,74715,23
2023-03,CUP,109350,9
2023-03,DISPENCER,4593810,26
2023-03,EMBER,1585206,56
2023-03,ESKAN,483983,10
2023-03,GALON,166800,3
2023-03,GANTUNGAN HOOK,813030,71
2023-03,GARPU,2312152.5,143
2023-03,GAS,1023822,48
2023-03,GAYUNG,2475295,256
2023-03,GELAS,15885151.5,1608
2023-03,GEMBOK,1359532,57
2023-03,GUNTING,1508106,174
2023-03,HAIR DRYER,305026,2
2023-03,HANGER,3536703,188
2023-03,JAM DINDING,3154790,60
2023-03,JEPITAN,1562017,120
2023-03,JUICER,830250,1
2023-03,KAIN LAP,3009387,256
2023-03,KALO,3428250.56,1104
2023-03,KAPSTOCK / GANTUNGAN BAJU,2405737,130
2023-03,KEMOCENG,608175,23
2023-03,KERANJANG,6583815,268
2023-03,KERTAS NASI,86250,3
2023-03,KESET,5714391,214
2023-03,KIPAS,17545169,92
2023-03,KNOP KOMPOR,148918,12
2023-03,KOCOKAN,915173,64
2023-03,KOMPOR GAS,19806805,62
2023-03,KOTAK,9790342,649
2023-03,KOTAK GABUS,162582,46
2023-03,KUALI,9992818,108
2023-03,KUAS,519657,54
2023-03,KUKUSAN,2614830,24
2023-03,LAMPU,8922185,243
2023-03,LEMARI,3279950,9
2023-03,LIGHTER,176040,45
2023-03,LOYANG,3526150,93
2023-03,LUMPANG,339525,3
2023-03,MAKANAN,4282760,1334
2023-03,MANGKOK,8307046,947
2023-03,MANTEL,2245547,50
2023-03,MEJA,3911270.59,35
2023-03,MERCON,2697000,947
2023-03,MIKA,973419,74
2023-03,MINUMAN,3137576,586
2023-03,MIXER,1158190,9
2023-03,MUG,5575137,306
2023-03,NAMPAN,2995339,156
2023-03,OBENG,74890,9
2023-03,OVEN,1843072,4
2023-03,PAN GORENG,12179274,122
2023-03,PANCI,17338726.1,208
2023-03,PANGGANGAN,1605346,30
2023-03,PARUTAN,797468,62
2023-03,PAYUNG,1041700,25
2023-03,PEELER,147765,15
2023-03,PEMBERSIH IKAN,9999,1
2023-03,PEMBUKA KALENG/BOTOL,60167,7
2023-03,PEMISAH TELUR,11168,8
2023-03,PENGGANJAL PINTU,19998,2
2023-03,PENTOL PANCI,54000,12
2023-03,PERANGKAP NYAMUK,81984,2
2023-03,PERASAN,305606,26
2023-03,PERLENGKAPAN ULTAH,1434714,649
2023-03,PEWANGI,461263,46
2023-03,PINSET,91113,19
2023-03,PIPET,222026,21
2023-03,PIRING,14882987.37,1870
2023-03,PISAU,3676602,289
2023-03,POMPA,1457051,27
2023-03,POT,3399686,356
2023-03,PRASMANAN,1237535,5
2023-03,PRESTO,492000,1
2023-03,RAK,14037256.5,208
2023-03,RAKET NYAMUK,1975669,33
2023-03,RANTANG,4604720.25,86
2023-03,REGULATOR,5026281,53
2023-03,REMOTE TV JOKER,200475,9
2023-03,RICE COOKER,34660080.5,105
2023-03,RING A MOP,3642130.2,53
2023-03,SAKLAR,60000,10
2023-03,SAPU,12444986.6,318
2023-03,SARINGAN,6252966,355
2023-03,SARUNG TANGAN,310580,54
2023-03,SEMPROTAN,404015,21
2023-03,SENDOK,14843892.1,1126
2023-03,SENTER,1694586,36
2023-03,SEROKAN,2333139.4,118
2023-03,SETRIKA,4684004,24
2023-03,SHAKER,531096,6
2023-03,SIKAT,5759097,393
2023-03,SIKAT BAJU,167824,24
2023-03,SISIR,413147,78
2023-03,SKIMMER,29250,3
2023-03,SKINCARE,964664,71
2023-03,SLASIBAN,936086,89
2023-03,SODET / SENDOK GORENG,721210,31
2023-03,SORONG AIR,741511,24
2023-03,SPATULA,21900,2
2023-03,SPONS,794246,94
2023-03,STATIONARY / ALAT TULIS,6655043,1250
2023-03,STIK LAMPU,118221,1
2023-03,STOP KONTAK,832425,45
2023-03,SUMPIT,223227,37
2023-03,TAKARAN,801133,65
2023-03,TALAM,569615,26
2023-03,TAMPA,458213,50
2023-03,TAPLAK,143793,5
2023-03,TAS BEKAL,418720,20
2023-03,TATAKAN GELAS,271280,34
2023-03,TEKO,2874510,106
2023-03,TELENAN,2224971,85
2023-03,TEMPAT BUMBU,2321155,69
2023-03,TEMPAT MINYAK,732664,13
2023-03,TEMPAT ROTI,145559,2
2023-03,TEMPAT SABUN,318859,34
2023-03,TEMPAT SAMBAL,753238,95
2023-03,TEMPAT SENDOK,3010666,121
2023-03,TEMPAT TELUR,67050,6
2023-03,TEMPAT TISSUE,761892,36
2023-03,TERMOS,16004496,166
2023-03,THINWAL,789732,67
2023-03,TIMBAH,2430235.15,222
2023-03,TIMBANGAN,2641498,31
2023-03,TISSUE,869539,122
2023-03,TONG,3737907,81
2023-03,TOPLES,20176139.5,1138
2023-03,TUDUNG SAJI,1993964,77
2023-03,TUSUK GIGI,655976,121
2023-03,TUSUK SATE,108285,6
2023-03,TUTUP GELAS,214763,83
2023-03,TUTUP WAJAN,352300,9
2023-03,UMUM,37014831,1638
2023-03,WAJAN,617660,5
2023-02,ACC / PITA / KARET,980233,205
2023-02,AMPIA,386700,2
2023-02,ASBAK,798809,71
2023-02,AYAKAN,102205,7
2023-02,BABY BATHUB,275482,6
2023-02,BABYLIST,173376,1
2023-02,BAKUL,757616,65
2023-02,BANGKU / KURSI,11302509,194
2023-02,BASKOM,8304864,508
2023-02,BATRE,956887,119
2023-02,BINGKAI,380717,10
2023-02,BLENDER,6145474,26
2023-02,BOTOL,12874443,521
2023-02,BUNGA PLASTIK,734820,16
2023-02,BURNER,159430,5
2023-02,CAKE PAN,1268550,11
2023-02,CANGKIR,3647337,384
2023-02,CELEMEK,102581,4
2023-02,CELENGAN,701546,56
2023-02,CENTONG NASI,244075,38
2023-02,CERET,2684545,53
2023-02,CERMIN,903242,40
2023-02,CETAKAN,3208167,248
2023-02,CHOPER,2569700,12
2023-02,COBEK,516295,10
2023-02,CONTAINER,6460087,56
2023-02,CORONG,74623,17
2023-02,CUP,110742,11
2023-02,DISPENCER,5195330,23
2023-02,EMBER,1342517,40
2023-02,ESKAN,323314,10
2023-02,GALON,184800,1
2023-02,GANTUNGAN HOOK,323771,28
2023-02,GARPU,1350690,85
2023-02,GAS,538148,25
2023-02,GAYUNG,1875398,183
2023-02,GELAS,14901823.43,1377
2023-02,GEMBOK,1045347.28,49
2023-02,GUNTING,1163397,129
2023-02,HAIR DRYER,137500,1
2023-02,HANGER,2472594,135
2023-02,JAM DINDING,1863510,41
2023-02,JEPITAN,1284521,94
2023-02,JUICER,934800,1
2023-02,KAIN LAP,1540532,126
2023-02,KALO,1652893,562
2023-02,KAPSTOCK / GANTUNGAN BAJU,1617624,87
2023-02,KEMOCENG,431476,14
2023-02,KERANJANG,4269278.24,162
2023-02,KESET,4127755.5,175
2023-02,KIPAS,10653332,102
2023-02,KNOP KOMPOR,44998,6
2023-02,KOCOKAN,503903,42
2023-02,KOMPOR GAS,11241370,36
2023-02,KOTAK,6980504,396
2023-02,KOTAK GABUS,87990,15
2023-02,KUALI,7212983,93
2023-02,KUAS,240756,26
2023-02,KUKUSAN,1054280,11
2023-02,LAMPU,5830634.6,182
2023-02,LEMARI,3492350,8
2023-02,LIGHTER,223020,55
2023-02,LOYANG,1139823,39
2023-02,LUMPANG,210000,3
2023-02,MAKANAN,2350790,662
2023-02,MANGKOK,5407426,601
2023-02,MANTEL,722460,22
2023-02,MEJA,3398393,17
2023-02,MIKA,659686,72
2023-02,MINUMAN,2649201,489
2023-02,MIXER,817040,5
2023-02,MUG,8445789,396
2023-02,NAMPAN,3299604,142
