periode,kategori,total,qty
2022-04,NAMPAN,3865233,182
2022-04,OBENG,49818,6
2022-04,OVEN,938122,2
2022-04,PAN GORENG,4038110,39
2022-04,PANCI,4828278,95
2022-04,PANGGANGAN,308040,20
2022-04,PARUTAN,874294,85
2022-04,PAYUNG,809130,21
2022-04,PEELER,117005,20
2022-04,PEMBERSIH IKAN,49995,5
2022-04,PEMBUKA KALENG/BOTOL,28978,2
2022-04,PEMISAH TELUR,22698,14
2022-04,PENTOL PANCI,54565,13
2022-04,PERASAN,390717,14
2022-04,PERLENGKAPAN ULTAH,338394,87
2022-04,PEWANGI,262500,12
2022-04,PINSET,97402,31
2022-04,PIPET,55288,6
2022-04,PIRING,8845956.2,1258
2022-04,PISAU,2322051,233
2022-04,POMPA,205700,5
2022-04,POT,2530123,240
2022-04,PRASMANAN,990155,7
2022-04,RAK,9673732,166
2022-04,RAKET NYAMUK,1014286,19
2022-04,RANTANG,5215544.5,112
2022-04,REGULATOR,2231254,30
2022-04,REMOTE TV JOKER,176175,9
2022-04,RICE COOKER,19205748,59
2022-04,RING A MOP,1864111,33
2022-04,SAKLAR,129984,17
2022-04,SAPU,10264870,265
2022-04,SARINGAN,3066561,208
2022-04,SARUNG TANGAN,172992,18
2022-04,SEMPROTAN,137847,4
2022-04,SENDOK,7453961,604
2022-04,SENTER,1205255,25
2022-04,SEROKAN,1293785,66
2022-04,SETRIKA,3303820,16
2022-04,SHAKER,126700,1
2022-04,SIKAT,3859020,244
2022-04,SIKAT BAJU,68663,12
2022-04,SISIR,578908,107
2022-04,SLASIBAN,80872,14
2022-04,SLEBER,14040,12
2022-04,SODET / SENDOK GORENG,449971,29
2022-04,SORONG AIR,486160,15
2022-04,SPATULA,109200,4
2022-04,SPONS,559109,84
2022-04,STATIONARY / ALAT TULIS,1700947.4,174
2022-04,STOP KONTAK,869680,43
2022-04,SUMPIT,220627,17
2022-04,TAKARAN,152830,16
2022-04,TALAM,613646,34
2022-04,TAMPA,513545,52
2022-04,TAPLAK,187842,6
2022-04,TAS BEKAL,153070,11
2022-04,TATAKAN GELAS,315000,40
2022-04,TEKO,3100801,104
2022-04,TELENAN,1359015,69
2022-04,TEMPAT BUMBU,546495,17
2022-04,TEMPAT MINYAK,151480,5
2022-04,TEMPAT ROTI,31050,1
2022-04,TEMPAT SABUN,259915,12
2022-04,TEMPAT SAMBAL,1037752,152
2022-04,TEMPAT SENDOK,1041383,56
2022-04,TEMPAT TELUR,12325,1
2022-04,TEMPAT TISSUE,813030,50
2022-04,TEMPAT TUSUK GIGI,105000,3
2022-04,TERMOS,7809682,86
2022-04,THINWAL,226749,6
2022-04,TIMBAH,798173,75
2022-04,TIMBANGAN,1913371,27
2022-04,TISSUE,416889,36
2022-04,TONG,1459753,42
2022-04,TOPLES,50626713,2260
2022-04,TUDUNG SAJI,2456113,58
2022-04,TUSUK GIGI,701074,90
2022-04,TUSUK SATE,14175,1
2022-04,TUTUP GELAS,186539,40
2022-04,TUTUP WAJAN,245000,6
2022-04,UMUM,34169810.3,1172
2022-03,ACC / PITA / KARET,440126,157
2022-03,AMPIA,1406524,6
2022-03,ASBAK,419493,66
2022-03,AYAKAN,47550,4
2022-03,BABY BATHUB,637500,17
2022-03,BAKUL,413556,39
2022-03,BANGKU / KURSI,8611159,145
2022-03,BASKOM,6146290.5,449
2022-03,BATRE,712444.8,67
2022-03,BINGKAI,63420,5
2022-03,BLENDER,6274900,28
2022-03,BOTOL,8869407,265
2022-03,BUNGA PLASTIK,915903,39
2022-03,BURNER,379330,18
2022-03,CAKE PAN,24500,1
2022-03,CANGKIR,2241169,261
2022-03,CELEMEK,20784,3
2022-03,CELENGAN,490141,42
2022-03,CENTONG NASI,194249,29
2022-03,CERET,2138255,43
2022-03,CERMIN,476024,22
2022-03,CETAKAN,2236710,179
2022-03,CHOPER,769800,7
2022-03,COBEK,445570,14
2022-03,CONTAINER,8306482,66
2022-03,COOPER,39200,1
2022-03,CORONG,82661,16
2022-03,CUP,12150,1
2022-03,DISPENCER,2902050,16
2022-03,EMBER,372728,11
2022-03,GALON,616275,12
2022-03,GANTUNGAN HOOK,536961,47
2022-03,GARPU,686625,42
2022-03,GAS,155641,9
2022-03,GAYUNG,1115281,138
2022-03,GELAS,8981846.8,1041
2022-03,GEMBOK,246015,15
2022-03,GUNTING,932605,111
2022-03,HAIR DRYER,284202.1,2
2022-03,HANGER,1602003,86
2022-03,JAM DINDING,988248,23
2022-03,JEPITAN,497010,43
2022-03,KAIN LAP,621024,105
2022-03,KALO,2221777,978
2022-03,KAPSTOCK / GANTUNGAN BAJU,814582,45
2022-03,KEMOCENG,482925,27
2022-03,KERANJANG,4948276,260
2022-03,KERTAS NASI,28750,1
2022-03,KESET,3844292,134
2022-03,KIPAS,9640684,49
2022-03,KNOP KOMPOR,26248,3
2022-03,KOCOKAN,423566,45
2022-03,KOMPOR GAS,5221410,16
2022-03,KOTAK,3748233,246
2022-03,KOTAK GABUS,140130,23
2022-03,KUALI,3851655,64
2022-03,KUAS,188197,27
2022-03,KUKUSAN,2069670,18
2022-03,LAMPU,6465625.7,192
2022-03,LEMARI,2043750,3
2022-03,LIGHTER,128193,41
2022-03,LOYANG,1077268,34
2022-03,LUMPANG,140400,2
2022-03,MANGKOK,5435700.5,649
2022-03,MANTEL,187260,7
2022-03,MEJA,761250,10
2022-03,MIKA,358555,120
2022-03,MINUMAN,2274420,376
2022-03,MIXER,1083100,5
2022-03,MUG,3292206.4,270
2022-03,NAMPAN,834179,52
2022-03,OBENG,71516,9
2022-03,OVEN,483600,1
2022-03,PAN GORENG,2371150,26
2022-03,PANCI,3175602,74
2022-03,PANGGANGAN,1019860,23
2022-03,PARUTAN,502601,45
2022-03,PAYUNG,1853950,47
2022-03,PEELER,101620,20
2022-03,PEMBERSIH IKAN,29997,3
2022-03,PEMISAH TELUR,12926,7
2022-03,PENTOL PANCI,48713,11
2022-03,PERASAN,120479,10
2022-03,PERLENGKAPAN ULTAH,196896,102
2022-03,PINSET,59698,19
2022-03,PIPET,45884.5,11
2022-03,PIRING,7149228.15,928
2022-03,PISAU,2088424,253
2022-03,POMPA,374736,8
2022-03,POT,2687254,281
2022-03,PRASMANAN,429600,1
2022-03,RAK,8347333,152
2022-03,RAKET NYAMUK,570528,11
2022-03,RANTANG,3034804,71
2022-03,REGULATOR,1777526,19
2022-03,REMOTE TV JOKER,156600,8
2022-03,RICE COOKER,18868324,54
2022-03,RING A MOP,1522811,39
2022-03,SAKLAR,36000,6
2022-03,SAPU,8120478,235
2022-03,SARINGAN,2530546,174
2022-03,SARUNG TANGAN,132091,15
2022-03,SELANG,33600,1
2022-03,SEMPROTAN,198949,4
2022-03,SENDOK,5670878,474
2022-03,SENTER,890881,17
2022-03,SEROKAN,1164463,57
2022-03,SETRIKA,3234680,20
2022-03,SHAKER,99999,1
2022-03,SIKAT,2800254,213
2022-03,SIKAT BAJU,7998,2
2022-03,SISIR,382825,80
2022-03,SLASIBAN,67073,15
2022-03,SLEBER,8190,7
2022-03,SODET / SENDOK GORENG,351492,21
2022-03,SORONG AIR,267978,10
2022-03,SPONS,341871,63
2022-03,STATIONARY / ALAT TULIS,1053329,104
2022-03,STOP KONTAK,609848,34
2022-03,SUMPIT,329773,33
2022-03,TAKARAN,264467,22
2022-03,TALAM,296935.6,17
2022-03,TAMPA,452062,56
2022-03,TAPLAK,187842,6
2022-03,TAS BEKAL,206418,12
2022-03,TATAKAN GELAS,304906,39
2022-03,TEKO,1704471,57
2022-03,TELENAN,920684,51
2022-03,TEMPAT BUMBU,942338,31
2022-03,TEMPAT MINYAK,161616,6
2022-03,TEMPAT ROTI,169260,1
2022-03,TEMPAT SABUN,98312,6
2022-03,TEMPAT SAMBAL,471796,111
2022-03,TEMPAT SENDOK,816847,68
2022-03,TEMPAT TELUR,35500,4
2022-03,TEMPAT TISSUE,433295,25
2022-03,TEMPAT TUSUK GIGI,5666,1
2022-03,TERMOS,6975671,92
2022-03,TIMBAH,1194348,117
2022-03,TIMBANGAN,1229164,14
2022-03,TISSUE,465035.1,49
2022-03,TONG,2743867,50
2022-03,TOPLES,10256690.3,384
2022-03,TUDUNG SAJI,1698034,42
2022-03,TUSUK GIGI,541868,100
2022-03,TUSUK SATE,42525,3
2022-03,TUTUP GELAS,135247,52
2022-03,TUTUP WAJAN,228900,5
2022-03,UMUM,18373959,584
2022-02,ACC / PITA / KARET,221335,92
2022-02,ANTENA,123840,1
2022-02,ASBAK,325859,34
2022-02,AYAKAN,156810,10
2022-02,BABY BATHUB,442500,10
2022-02,BAKUL,614423,58
2022-02,BANGKU / KURSI,5939044,103
2022-02,BASKOM,3487261,260
2022-02,BATRE,827673.6,71
2022-02,BLENDER,2655544,13
2022-02,BOTOL,8467284,265
2022-02,BUNGA PLASTIK,280800,12
2022-02,BURNER,200260,9
2022-02,CAKE PAN,20500,1
2022-02,CANGKIR,2695658,123
2022-02,CELEMEK,20784,3
2022-02,CELENGAN,760665.6,69
2022-02,CENTONG NASI,114628,23
2022-02,CERET,2825819,44
2022-02,CERMIN,726224,32
2022-02,CETAKAN,1730253,149
2022-02,CHOPER,954099,8
2022-02,CLING WRAP,25800,1
2022-02,COBEK,309570,11
2022-02,CONTAINER,7383211,54
2022-02,CORONG,87896,18
2022-02,CUP,24300,2
2022-02,DISPENCER,2982890,18
2022-02,EMBER,203672,8
2022-02,GALON,247500,5
2022-02,GANTUNGAN HOOK,378545,37
2022-02,GARPU,411650,24
2022-02,GAS,84375,5
2022-02,GAYUNG,1245711,149
2022-02,GELAS,7728434.66,710
2022-02,GEMBOK,308996,15
2022-02,GUNTING,853015,79
2022-02,HAIR DRYER,115200,1
2022-02,HANGER,1232250,69
2022-02,JAM DINDING,463176,13
2022-02,JEPITAN,556790,46
2022-02,KAIN LAP,441109,68
2022-02,KALO,1586303,492
2022-02,KAPSTOCK / GANTUNGAN BAJU,937897,57
2022-02,KEMOCENG,266975,14
2022-02,KERANJANG,2022997,125
2022-02,KERTAS NASI,86250,3
2022-02,KESET,2734045,120
2022-02,KIPAS,2567813,26
2022-02,KNOP KOMPOR,54668,6
2022-02,KOCOKAN,418041,45
2022-02,KOMPOR GAS,7596685,25
2022-02,KOTAK,3392082.8,226
2022-02,KOTAK GABUS,255150,41
2022-02,KUALI,2886260,49
2022-02,KUAS,148830,21
2022-02,KUKUSAN,3337699,26
2022-02,LAMPU,4571760,133
2022-02,LEMARI,4056750,6
2022-02,LIGHTER,63392,20
2022-02,LOYANG,791607,34
2022-02,MANGKOK,3428044,404
2022-02,MANTEL,225000,6
2022-02,MEJA,1543930,9
2022-02,MIKA,182290,124
2022-02,MINUMAN,1231580,207
2022-02,MIXER,1151198,5
2022-02,MUG,4085348,296
2022-02,NAMPAN,565745,26
2022-02,OBENG,42586,6
2022-02,PAN GORENG,1814415,21
2022-02,PANCI,3484895,74
2022-02,PANGGANGAN,478390,12
2022-02,PARUTAN,284935,25
2022-02,PAYUNG,1148380,31
2022-02,PEELER,23920,6
2022-02,PEMBERSIH IKAN,19998,2
2022-02,PEMBUKA KALENG/BOTOL,31226,2
2022-02,PEMISAH TELUR,4188,3
2022-02,PENTOL PANCI,16426,4
2022-02,PERASAN,359410,13
2022-02,PERLENGKAPAN ULTAH,205179,89
2022-02,PINSET,69124,22
2022-02,PIPET,32109,7
2022-02,PIRING,6024823,779
2022-02,PISAU,1746000,140
2022-02,POMPA,240782,5
2022-02,POT,1618094,176
2022-02,PRASMANAN,328050,2
2022-02,RAK,8073917,130
2022-02,RAKET NYAMUK,665232,14
2022-02,RANTANG,1482381,51
2022-02,REGULATOR,1671530,19
2022-02,REMOTE TV JOKER,137025,7
2022-02,RICE COOKER,9465395,34
2022-02,RING A MOP,2388142,49
2022-02,SAKLAR,48000,8
2022-02,SAPU,5877772,181
2022-02,SARINGAN,2776654.1,184
2022-02,SARUNG TANGAN,106173,7
2022-02,SEALER,135210,1
2022-02,SEMPROTAN,53648,2
2022-02,SENDOK,5040119,427
2022-02,SENTER,749540,22
2022-02,SEROKAN,1265891,72
2022-02,SETRIKA,2367246,19
2022-02,SHAKER,362997,4
2022-02,SIKAT,2519296,200
2022-02,SIKAT BAJU,6500,1
2022-02,SISIR,185053,50
2022-02,SLASIBAN,184553,38
2022-02,SLEBER,18720,16
2022-02,SODET / SENDOK GORENG,378800,26
2022-02,SORONG AIR,222016,8
2022-02,SPATULA,11489,1
2022-02,SPONS,294583,54
2022-02,STATIONARY / ALAT TULIS,892675,98
2022-02,STOP KONTAK,511638,30
2022-02,SUMPIT,147929,30
2022-02,TAKARAN,28743,3
2022-02,TALAM,223564,10
2022-02,TAMPA,211537,25
2022-02,TAPLAK,101902,5
2022-02,TAS BEKAL,202340,9
2022-02,TATAKAN GELAS,323427,42
2022-02,TEKO,2271955,67
2022-02,TELENAN,552972,31
2022-02,TEMPAT BUMBU,816202,24
2022-02,TEMPAT MINYAK,104076,2
2022-02,TEMPAT ROTI,300310,6
2022-02,TEMPAT SABUN,38059,4
2022-02,TEMPAT SAMBAL,283834,43
2022-02,TEMPAT SENDOK,487431,31
2022-02,TEMPAT TELUR,24650,2
2022-02,TEMPAT TISSUE,241205,13
2022-02,TERMOS,5434081,69
2022-02,TIMBAH,818342,86
2022-02,TIMBANGAN,1448938,15
2022-02,TISSUE,440003.35,44
2022-02,TONG,1883633,66
2022-02,TOPLES,4168442,224
2022-02,TUDUNG SAJI,1773434,43
2022-02,TUSUK GIGI,206061,51
2022-02,TUSUK SATE,42525,3
2022-02,TUTUP GELAS,377694,63
2022-02,TUTUP WAJAN,239400,6
2022-02,UMUM,20391790,542
2022-01,ACC / PITA / KARET,264696,97
2022-01,AMPIA,1110900,4
2022-01,ANTENA,123840,1
2022-01,ASBAK,223976,42
2022-01,AYAKAN,29000,2
2022-01,BABY BATHUB,778541,17
2022-01,BAKUL,429578,37
2022-01,BANGKU / KURSI,4463442,80
2022-01,BASKOM,6275805.8,493
2022-01,BATRE,924864,77
2022-01,BLENDER,7607788,23
2022-01,BOTOL,7427649,335
2022-01,BUNGA PLASTIK,234000,10
2022-01,BURNER,126240,6
2022-01,CAKE PAN,148750,3
2022-01,CANGKIR,1393369,201
2022-01,CELEMEK,6928,1
2022-01,CELENGAN,700256.75,70
2022-01,CENTONG NASI,96044,16
2022-01,CERET,2495610,50
2022-01,CERMIN,701550,30
2022-01,CETAKAN,2100623,121
2022-01,CHOPER,1580544,13
2022-01,CLING WRAP,25800,1
2022-01,COBEK,68970,1
2022-01,CONTAINER,10142764.15,81
2022-01,COOPER,196000,5
2022-01,CORONG,55590,11
2022-01,CUP,29424,3
2022-01,DISPENCER,4351235,21
2022-01,EMBER,838830,21
2022-01,GALON,126000,3
2022-01,GANTUNGAN HOOK,594372,62
2022-01,GARPU,804342.5,48
2022-01,GAS,327600,1
2022-01,GAYUNG,1208848,126
2022-01,GELAS,10896781.8,800
2022-01,GEMBOK,251050,15
2022-01,GUNTING,801058,97
2022-01,HANGER,2327698,132
2022-01,INFUS JAR,378812.5,1
2022-01,JAM DINDING,347990,9
2022-01,JEPITAN,755708,73
2022-01,KAIN LAP,581649.5,84
2022-01,KALO,988959,96
2022-01,KAPSTOCK / GANTUNGAN BAJU,814526,46
2022-01,KEMOCENG,476225,30
2022-01,KERANJANG,3016325.05,161
2022-01,KERTAS NASI,57500,2
2022-01,KESET,3557964,147
2022-01,KIPAS,6075423.2,37
2022-01,KNOP KOMPOR,16249,2
2022-01,KOCOKAN,351030,40
2022-01,KOMPOR GAS,9851560,25
2022-01,KOTAK,4716113,313
2022-01,KOTAK GABUS,55350,10
2022-01,KUALI,3792670,54
2022-01,KUAS,178393,30
2022-01,KUKUSAN,2105240,19
2022-01,LAMPU,4846046,149
2022-01,LEMARI,620000,1
2022-01,LIGHTER,56786,17
2022-01,LOYANG,818579,35
2022-01,MANGKOK,4485017,466
2022-01,MANTEL,37500,1
2022-01,MEJA,1498610,11
2022-01,MIKA,261630,55
2022-01,MINUMAN,2092070.2,333
2022-01,MIXER,1360740,12
2022-01,MUG,2950477,202
2022-01,NAMPAN,412457,24
2022-01,OBENG,46082,6
2022-01,PAN GORENG,2050995,26
2022-01,PANCI,4024009,74
2022-01,PANGGANGAN,630750,21
2022-01,PARUTAN,517028,50
2022-01,PAYUNG,1079700,32
2022-01,PEELER,75620,19
2022-01,PEMBERSIH IKAN,29997,3
2022-01,PEMBUKA KALENG/BOTOL,45594,1
2022-01,PEMISAH TELUR,15718,9
2022-01,PENTOL PANCI,20926,5
2022-01,PERASAN,105890,9
2022-01,PERLENGKAPAN ULTAH,259860,101
2022-01,PINSET,69124,22
2022-01,PIPET,76460,13
2022-01,PIRING,8557125.86,1138
2022-01,PISAU,1651258,135
2022-01,POMPA,478904,8
2022-01,POT,2366551.75,212
2022-01,PRASMANAN,451100,1
2022-01,RAK,5931820,100
2022-01,RAKET NYAMUK,906732,16
2022-01,RANTANG,2201035,60
2022-01,REGULATOR,1955979,23
2022-01,RICE COOKER,12872800,42
2022-01,RING A MOP,2920021,64
2022-01,SAKLAR,223920,14
2022-01,SAPU,5778676.5,185
2022-01,SARINGAN,2300359,150
2022-01,SARUNG TANGAN,257685,14
2022-01,SELANG,100800,3
2022-01,SEMPROTAN,172125,3
2022-01,SENDOK,5542542.5,444
2022-01,SENTER,800066,17
2022-01,SEROKAN,1403231,76
2022-01,SETRIKA,3527493,26
2022-01,SIKAT,3026018,232
2022-01,SIKAT BAJU,13000,2
2022-01,SISIR,169255,47
2022-01,SKIMMER,61844,2
2022-01,SLASIBAN,59850,10
2022-01,SLEBER,10530,9
2022-01,SODET / SENDOK GORENG,506562,34
2022-01,SORONG AIR,351818,13
2022-01,SPATULA,11489,1
2022-01,SPONS,222666,41
2022-01,STATIONARY / ALAT TULIS,537547,84
2022-01,STOP KONTAK,841709,49
2022-01,SUMPIT,280900,28
2022-01,TAKARAN,104430,11
2022-01,TALAM,1041147.6,25
2022-01,TAMPA,364180,37
2022-01,TAPLAK,227680,12
2022-01,TAS BEKAL,196570,9
2022-01,TATAKAN GELAS,443105,57
2022-01,TEKO,2213412,51
2022-01,TELENAN,814943,38
2022-01,TEMPAT BUMBU,417947,14
2022-01,TEMPAT MINYAK,104076,2
2022-01,TEMPAT ROTI,50000,2
2022-01,TEMPAT SABUN,121800,4
2022-01,TEMPAT SAMBAL,161165,24
2022-01,TEMPAT SENDOK,648191,45
2022-01,TEMPAT TELUR,12325,1
2022-01,TEMPAT TISSUE,159670,10
2022-01,TERMOS,6945706.8,86
2022-01,TIMBAH,1566068,148
2022-01,TIMBANGAN,1043101,12
2022-01,TISSUE,470273.2,48
2022-01,TONG,2774890.55,89
2022-01,TOPLES,4646362.94,286
2022-01,TUDUNG SAJI,787326,37
2022-01,TUSUK GIGI,294411.05,65
2022-01,TUSUK SATE,28350,2
2022-01,TUTUP GELAS,207688,104
2022-01,TUTUP WAJAN,287700,7
2022-01,UMUM,17161426.4,521
2021-12,ACC / PITA / KARET,216994,80
2021-12,AMPIA,283500,1
2021-12,ASBAK,339768,51
2021-12,AYAKAN,74375,7
2021-12,BABY BATHUB,675873,14
2021-12,BAKUL,768479.75,59
2021-12,BANGKU / KURSI,3894541,80
2021-12,BASKOM,7379859.95,654
2021-12,BATRE,1283356.8,103
2021-12,BINGKAI,13800,1
2021-12,BLENDER,4146789,18
2021-12,BOTOL,8479691.6,435
2021-12,BUNGA PLASTIK,561600,24
2021-12,BURNER,419094,24
2021-12,CANGKIR,1180792.4,200
2021-12,CELEMEK,13856,2
2021-12,CELENGAN,700702,65
2021-12,CENTONG NASI,190830,18
2021-12,CERET,2673101.5,68
2021-12,CERMIN,657522,25
2021-12,CETAKAN,1209396.6,104
2021-12,CHOPER,239079.6,2
2021-12,COBEK,239580,3
2021-12,CONTAINER,8124373,64
2021-12,COOPER,268520,7
2021-12,CORONG,62884,14
2021-12,CUP,70998,7
2021-12,DISPENCER,2461050,15
2021-12,EMBER,524290.1,14
2021-12,GALON,467700,8
2021-12,GANTUNGAN HOOK,890887,88
2021-12,GARPU,456800,33
2021-12,GAYUNG,1199156.4,137
2021-12,GELAS,9378148.3,850
2021-12,GEMBOK,202605.92,10
2021-12,GUNTING,878095,101
2021-12,HAIR DRYER,100800,1
2021-12,HANGER,2879380,140
2021-12,JAM DINDING,893880,11
2021-12,JEPITAN,638408,60
2021-12,KAIN LAP,568925,116
2021-12,KALO,1444193,256
2021-12,KAPSTOCK / GANTUNGAN BAJU,939821,58
2021-12,KEMOCENG,307825,24
2021-12,KERANJANG,3378227,178
2021-12,KERTAS NASI,160000,6
2021-12,KESET,3342463,179
2021-12,KIPAS,4665405,33
2021-12,KOCOKAN,362709,36
2021-12,KOMPOR GAS,12134368.5,31
2021-12,KOTAK,4886948.6,260
2021-12,KOTAK GABUS,103410,19
2021-12,KUALI,4082740,57
2021-12,KUAS,151674,24
2021-12,KUKUSAN,665340,8
2021-12,LAMPU,5661779.2,142
2021-12,LEMARI,1729125,3
2021-12,LIGHTER,78796,10
2021-12,LOYANG,946824,45
2021-12,LUMPANG,62400,1
2021-12,MANGKOK,8052878.25,1123
2021-12,MEJA,218200,3
2021-12,MIKA,396090,77
2021-12,MINUMAN,2634449,366
2021-12,MIXER,643180,9
2021-12,MUG,3092560,242
2021-12,NAMPAN,451073,30
2021-12,OBENG,104300,14
2021-12,PAN GORENG,2279660,25
2021-12,PANCI,4256585.5,80
2021-12,PANGGANGAN,1145040,43
2021-12,PARUTAN,432379.7,56
2021-12,PAYUNG,1817398.75,49
2021-12,PEELER,51760,13
2021-12,PEMBERSIH IKAN,29997,3
2021-12,PEMISAH TELUR,15718,9
2021-12,PENGGANJAL PINTU,9999,1
2021-12,PENTOL PANCI,4500,1
2021-12,PERASAN,230915,18
2021-12,PERLENGKAPAN ULTAH,630969,208
2021-12,PINSET,43988,14
2021-12,PIPET,40503,9
2021-12,PIRING,10030574.2,1482
2021-12,PISAU,1477358,92
2021-12,POMPA,96000,4
2021-12,POT,2860501,350
2021-12,PRASMANAN,299225,2
2021-12,RAK,7058212.6,130
2021-12,RAKET NYAMUK,1252787.36,26
2021-12,RANTANG,2765961.25,73
2021-12,REGULATOR,1570596,16
2021-12,REMOTE TV JOKER,121800,7
2021-12,RICE COOKER,9592570,32
2021-12,RING A MOP,2408902,58
2021-12,SAKLAR,209904,7
2021-12,SAPU,6548248.5,218
2021-12,SARINGAN,2729310.6,166
2021-12,SARUNG TANGAN,162507,12
2021-12,SELANG,67200,2
2021-12,SEMPROTAN,57375,1
2021-12,SENDOK,5994754,471
2021-12,SENTER,832060,20
2021-12,SEROKAN,1151505.5,64
2021-12,SETRIKA,1465568,10
2021-12,SHAKER,155250,2
2021-12,SIKAT,2877490.1,219
2021-12,SIKAT BAJU,6500,1
2021-12,SISIR,88561,27
2021-12,SKIMMER,25394,1
2021-12,SLASIBAN,96135,27
2021-12,SLEBER,3510,3
2021-12,SODET / SENDOK GORENG,384449,28
2021-12,SORONG AIR,472136,16
2021-12,SPATULA,95477,3
2021-12,SPONS,278138,62
2021-12,STATIONARY / ALAT TULIS,542770,72
2021-12,STOP KONTAK,533850,29
2021-12,SUMPIT,176888,31
2021-12,TAKARAN,141281,17
2021-12,TALAM,279979,15
2021-12,TAMPA,331787,25
2021-12,TAPLAK,194578,10
2021-12,TAS BEKAL,133220,6
2021-12,TATAKAN GELAS,78750,10
2021-12,TEKO,1847476.65,60
2021-12,TELENAN,1090333,42
2021-12,TEMPAT BUMBU,644097.5,23
2021-12,TEMPAT MINYAK,549948,28
2021-12,TEMPAT SABUN,106904,4
2021-12,TEMPAT SAMBAL,327967,74
2021-12,TEMPAT SENDOK,925328.5,63
2021-12,TEMPAT TELUR,360425,43
2021-12,TEMPAT TISSUE,296475,20
2021-12,TEMPAT TUSUK GIGI,36894,6
2021-12,TERMOS,5184142.9,73
2021-12,TIMBAH,806366,89
2021-12,TIMBANGAN,970023,14
2021-12,TISSUE,393603,42
2021-12,TONG,2594770.12,74
2021-12,TOPLES,6786048.1,330
2021-12,TUDUNG SAJI,939372.65,26
2021-12,TUSUK GIGI,350321,74
2021-12,TUSUK SATE,28350,2
2021-12,TUTUP GELAS,134512,109
2021-12,TUTUP WAJAN,175700,5
2021-12,UMUM,20168548.2,523
2021-11,ACC / PITA / KARET,417276.5,146
2021-11,ASBAK,527888.7,57
2021-11,AYAKAN,149000,15
2021-11,BABY BATHUB,431625,11
2021-11,BAKUL,773611.1,81
2021-11,BANGKU / KURSI,4123468.6,94
2021-11,BASKOM,8701885.03,657
2021-11,BATRE,1106810.8,93
2021-11,BINGKAI,82800,6
2021-11,BLENDER,2221294,9
2021-11,BOTOL,5649548.7,248
2021-11,BUNGA PLASTIK,561600,24
2021-11,BURNER,225180,11
2021-11,CAKE PAN,120575,2
2021-11,CANGKIR,1918191,683
2021-11,CELEMEK,26256,4
2021-11,CELENGAN,537648.1,55
2021-11,CENTONG NASI,128240,26
2021-11,CERET,1535401.5,43
2021-11,CERMIN,385498,21
2021-11,CETAKAN,1020680,88
2021-11,CHOPER,717144,7
2021-11,CLING WRAP,175020,6
2021-11,COBEK,191180,4
2021-11,CONTAINER,3640222,30
2021-11,COOPER,274400,7
2021-11,CORONG,74819.5,16
2021-11,CUP,110157.6,12
2021-11,DISPENCER,5064610,18
2021-11,EMBER,735550,18
2021-11,GALON,550500,10
2021-11,GANTUNGAN HOOK,751319,74
2021-11,GARPU,527830,40
2021-11,GAS,979900,3
2021-11,GAYUNG,1256646,163
2021-11,GELAS,7497988.1,626
2021-11,GEMBOK,269626,15
2021-11,GUNTING,656816,105
2021-11,HAIR DRYER,100800,1
2021-11,HANGER,2385024.72,142
2021-11,JAM DINDING,579570,10
2021-11,JEPITAN,829370.45,73
2021-11,KAIN LAP,569198.5,126
2021-11,KALO,2152936.1,358
2021-11,KAPSTOCK / GANTUNGAN BAJU,867555,54
2021-11,KEMOCENG,203000,21
2021-11,KERANJANG,2669679,237
2021-11,KERTAS NASI,183750,7
2021-11,KESET,5128270.2,270
2021-11,KIPAS,3882928,33
2021-11,KOCOKAN,537621,49
2021-11,KOMPOR GAS,4125550,14
2021-11,KOTAK,5741132.5,327
2021-11,KOTAK GABUS,335890,52
2021-11,KUALI,3919173.5,58
2021-11,KUAS,182940,26
2021-11,KUKUSAN,2004520,22
2021-11,LAMPU,3486392.3,110
2021-11,LEMARI,780000,2
2021-11,LIGHTER,206137.5,73
2021-11,LOYANG,726448,42
2021-11,LUMPANG,140400,2
2021-11,MANGKOK,4123705.72,668
2021-11,MEJA,369115,6
2021-11,MIKA,182250,56
2021-11,MINUMAN,2305719,318
2021-11,MIXER,618764,6
2021-11,MUG,3778160,416
2021-11,NAMPAN,746969.55,49
2021-11,OBENG,47950,6
2021-11,PAN GORENG,2698230,27
2021-11,PANCI,4523241,101
2021-11,PANGGANGAN,266000,14
2021-11,PARUTAN,569768.45,52
2021-11,PAYUNG,1913953,55
2021-11,PEELER,60000,15
2021-11,PEMBERSIH IKAN,37998,5
2021-11,PEMBUKA KALENG/BOTOL,45594,1
2021-11,PEMISAH TELUR,23060,12
2021-11,PENGGANJAL PINTU,23332,2
2021-11,PENTOL PANCI,37130,10
2021-11,PERANGKAP NYAMUK,569592,6
2021-11,PERASAN,42522,5
2021-11,PERLENGKAPAN ULTAH,235840,156
2021-11,PINSET,72108.9,23
2021-11,PIPET,35611,11
2021-11,PIRING,7204568.34,1381
2021-11,PISAU,1895336,161
2021-11,POMPA,206850,6
2021-11,POT,2534446,291
2021-11,PRASMANAN,707260,3
2021-11,RAK,6444752.4,150
2021-11,RAKET NYAMUK,407444,9
2021-11,RANTANG,3180318,93
2021-11,REGULATOR,1768958.8,19
2021-11,REMOTE TV JOKER,87000,5
